0,1
tbl_33595,27991
tbl_7207,27252
tbl_11022,27242
tbl_33623,25596
tbl_211513,9602
tbl_27182,8673
tbl_33570,8574
tbl_14714,7128
tbl_20007,7038
tbl_27178,4716
tbl_24696,4147
tbl_15844,3591
tbl_26976,3560
tbl_26776,3552
tbl_10099,3540
tbl_8053,3423
tbl_19156,3416
tbl_9859,3386
tbl_225891,3283
tbl_20055,3165
tbl_211512,3159
tbl_27350,3072
tbl_12737,3054
tbl_10303,3034
tbl_33583,2873
tbl_33569,2597
tbl_20560,2577
tbl_15850,2425
tbl_18550,2414
tbl_29040,2399
tbl_258439,2364
tbl_29455,2066
tbl_33185,1997
tbl_32599,1988
tbl_29188,1914
tbl_14638,1886
tbl_387011,1864
tbl_19170,1815
tbl_20716,1753
tbl_19103,1745
tbl_12551,1744
tbl_91953,1742
tbl_22189,1705
tbl_19181,1690
tbl_42632,1666
tbl_27892,1656
tbl_28170,1584
tbl_29043,1565
tbl_178332,1526
tbl_10108,1513
tbl_289938,1488
tbl_260713,1476
tbl_9012,1464
tbl_29481,1459
tbl_8577,1400
tbl_77056,1359
tbl_28306,1358
tbl_33577,1354
tbl_60734,1321
tbl_26789,1311
tbl_211426,1310
tbl_211425,1277
tbl_28032,1265
tbl_33189,1254
tbl_29029,1225
tbl_29495,1203
tbl_211522,1202
tbl_27357,1190
tbl_179926,1186
tbl_179923,1185
tbl_9958,1179
tbl_19794,1172
tbl_77247,1150
tbl_28670,1074
tbl_191930,1064
tbl_77215,1061
tbl_314195,1043
tbl_60737,1031
tbl_178401,1023
tbl_211427,1021
tbl_27667,996
tbl_33186,992
tbl_27346,981
tbl_92268,977
tbl_29042,970
tbl_191913,966
tbl_26974,960
tbl_309410,956
tbl_33184,954
tbl_92022,953
tbl_17446,947
tbl_20381,934
tbl_29497,930
tbl_221024,924
tbl_183120,913
tbl_27483,910
tbl_27761,894
tbl_44933,890
tbl_28675,886
tbl_92354,882
tbl_28436,870
tbl_178430,858
tbl_60744,848
tbl_77236,832
tbl_30983,828
tbl_29457,821
tbl_379369,820
tbl_21189,818
tbl_309412,814
tbl_9864,813
tbl_29962,806
tbl_185505,801
tbl_21279,795
tbl_26470,776
tbl_26778,772
tbl_15882,771
tbl_92284,760
tbl_33183,758
tbl_29461,756
tbl_27356,746
tbl_8912,741
tbl_29458,734
tbl_32297,733
tbl_92210,729
tbl_80178,728
tbl_186718,718
tbl_26792,716
tbl_211519,712
tbl_290954,711
tbl_195553,702
tbl_92026,698
tbl_26791,681
tbl_29883,678
tbl_290745,677
tbl_85919,668
tbl_29884,667
tbl_211312,666
tbl_29696,662
tbl_81202,656
tbl_248934,653
tbl_79155,651
tbl_387012,650
tbl_291005,648
tbl_290979,647
tbl_290641,645
tbl_92278,642
tbl_182534,641
tbl_27177,639
tbl_29207,637
tbl_77776,635
tbl_78824,634
tbl_93162,626
tbl_78129,615
tbl_92773,613
tbl_29952,604
tbl_40941,598
tbl_26786,590
tbl_290667,584
tbl_290824,582
tbl_83250,581
tbl_82226,580
tbl_88343,578
tbl_29415,576
tbl_29882,568
tbl_81894,567
tbl_189548,566
tbl_184762,563
tbl_8430,559
tbl_211310,554
tbl_190628,553
tbl_187190,552
tbl_290720,551
tbl_211548,550
tbl_290771,549
tbl_77209,547
tbl_212293,543
tbl_214656,539
tbl_84275,538
tbl_87319,537
tbl_89366,535
tbl_321372,531
tbl_19114,528
tbl_330428,525
tbl_21474,522
tbl_82919,520
tbl_49236,518
tbl_44938,510
tbl_291863,508
tbl_189171,507
tbl_27666,504
tbl_8522,503
tbl_191490,500
tbl_21906,499
tbl_211186,498
tbl_45248,496
tbl_83943,492
tbl_86987,491
tbl_279388,490
tbl_92362,486
tbl_90059,484
tbl_98405,481
tbl_349223,474
tbl_291759,468
tbl_53098,467
tbl_7095,462
tbl_14579,460
tbl_77357,458
tbl_325408,456
tbl_51165,453
tbl_211282,448
tbl_26980,446
tbl_47306,445
tbl_91895,437
tbl_51167,436
tbl_77308,434
tbl_92028,432
tbl_77311,430
tbl_101148,429
tbl_291734,427
tbl_10721,426
tbl_290901,423
tbl_77363,422
tbl_91994,419
tbl_289940,415
tbl_99771,414
tbl_97040,413
tbl_103860,412
tbl_103719,411
tbl_100993,409
tbl_291838,406
tbl_113397,405
tbl_113256,404
tbl_341762,403
tbl_12167,402
tbl_109173,401
tbl_377151,399
tbl_109314,397
tbl_16073,396
tbl_51084,394
tbl_10378,392
tbl_80221,391
tbl_135720,389
tbl_230190,388
tbl_291811,386
tbl_20649,384
tbl_77316,382
tbl_77314,379
tbl_361854,377
tbl_137946,376
tbl_371154,375
tbl_291396,374
tbl_191219,373
tbl_55030,372
tbl_106593,370
tbl_25826,369
tbl_106440,368
tbl_9603,365
tbl_289965,364
tbl_290226,363
tbl_110675,361
tbl_291083,359
tbl_107813,358
tbl_311803,357
tbl_14583,356
tbl_78171,355
tbl_102498,354
tbl_105079,353
tbl_197634,351
tbl_195551,350
tbl_190260,349
tbl_290121,348
tbl_290147,347
tbl_17695,346
tbl_19177,344
tbl_291370,343
tbl_96898,342
tbl_102356,341
tbl_80636,340
tbl_96488,339
tbl_10115,338
tbl_77540,337
tbl_211123,336
tbl_178422,335
tbl_211532,334
tbl_51204,332
tbl_211283,330
tbl_140160,328
tbl_51199,327
tbl_50459,326
tbl_291291,325
tbl_149109,324
tbl_50665,323
tbl_17612,320
tbl_86340,319
tbl_309411,317
tbl_85751,316
tbl_21396,315
tbl_294809,314
tbl_290460,312
tbl_218633,311
tbl_291343,310
tbl_364348,309
tbl_371153,308
tbl_51197,306
tbl_89408,304
tbl_290407,303
tbl_90433,302
tbl_302995,301
tbl_384720,300
tbl_86753,299
tbl_84733,297
tbl_290070,296
tbl_33616,295
tbl_291058,294
tbl_291266,293
tbl_211520,292
tbl_91996,290
tbl_113325,289
tbl_50065,288
tbl_39485,287
tbl_319715,285
tbl_291889,283
tbl_101065,282
tbl_19154,280
tbl_50455,279
